name,price,main_category,sub_category,url,image_url,discount
Adam Desi Ghee 500GM,"Rs. 1,350",Commodities,Oil and Ghee,https://www.metro-online.pk/detail/cooking-essentials/commodities/oil-and-ghee/desi-ghee/adam-desi-ghee-500gm/12631696,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Pak Standup Desi Ghee Pouch 1 KG,"Rs. 2,900",Commodities,Oil and Ghee,https://www.metro-online.pk/detail/cooking-essentials/commodities/oil-and-ghee/desi-ghee/pak-standup-desi-ghee-pouch-1-kg/12621796,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Desi Ghee Tin Pak 1 KG Net Weight 870 Gm,"Rs. 2,850",Commodities,Oil and Ghee,https://www.metro-online.pk/detail/cooking-essentials/commodities/oil-and-ghee/desi-ghee/desi-ghee-tin-pak-1-kg-net-weight-870-gm/12621612,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
Adam Desi Ghee 2.5 KG,"Rs. 6,490",Commodities,Oil and Ghee,https://www.metro-online.pk/detail/cooking-essentials/commodities/oil-and-ghee/desi-ghee/adam-desi-ghee-2.5-kg/12631698,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Olpers Desi Ghee Tarka 1KG,"Rs. 2,680",Commodities,Oil and Ghee,https://www.metro-online.pk/detail/cooking-essentials/commodities/oil-and-ghee/desi-ghee/olpers-desi-ghee-tarka-1kg/12621747,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Haleeb Asli Desi Ghee Tin 870GM,"Rs. 2,600",Commodities,Oil and Ghee,https://www.metro-online.pk/detail/cooking-essentials/commodities/oil-and-ghee/desi-ghee/haleeb-asli-desi-ghee-tin-870gm/12624114,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Metro Chef Super Fine Atta 15Kg,"Rs. 2,039",Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/metro-chef-super-fine-atta-15kg/11313013,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,1% OFF
Metro Chef Wheat Flour 20 Kg,"Rs. 1,810",Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/metro-chef-wheat-flour-20-kg/12621330,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,1% OFF
SUNRIDGE Fortified Chakki Atta 5KG,Rs. 823,Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/sunridge-fortified-chakki-atta-5kg/12636469,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
Metro Chef Wheat Flour 10 Kg,Rs. 905,Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/metro-chef-wheat-flour-10-kg/12621020,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,1% OFF
Punjab Atta No.1 10Kg (Pg),Rs. 905,Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/punjab-atta-no.1-10kg-(pg)/16446559,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Maida (White Flour) Per KG,Rs. 135,Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/maida-(white-flour)-per-kg/12620282,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Rafhan Corn Flour 285 GM,Rs. 155,Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/rafhan-corn-flour-285-gm/12620371,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
Sunridge Super White Atta 5KG,Rs. 815,Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/sunridge-super-white-atta-5kg/12638896,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Pak Super Chakki Atta 5Kg,Rs. 579,Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/pak-super-chakki-atta-5kg/22000117,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,6% OFF
Ghiza Riwayati Atta 5Kg,Rs. 805,Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/ghiza-riwayati-atta-5kg/86874288,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,5% OFF
NL Besan 1 KG,Rs. 475,Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/nl-besan-1-kg/12624862,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Shandar Super Fine 20Kg,"Rs. 1,710",Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/shandar-super-fine-20kg/16543207,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Super Grain Super Weight Loss Atta 1Kg,Rs. 419,Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/super-grain-super-weight-loss-atta-1kg/12635930,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Sunridge Super White Atta 10Kg,"Rs. 1,629",Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/sunridge-super-white-atta-10kg/60952888,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Super Grain All Purpose Flour 1KG,Rs. 669,Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/super-grain-all-purpose-flour-1kg/12635936,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Super Grain Chapati Flour 1Kg,Rs. 419,Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/super-grain-chapati-flour-1kg/12635931,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Punjab Atta No.1 15 Kg,"Rs. 1,625",Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/punjab-atta-no.1-15-kg--/12634529,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
PAK Super Atta 10KG,Rs. 765,Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/pak-super-atta-10kg/37321035,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
SHAMS GRAINS SPECIAL ATTA 10KG,Rs. 905,Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/shams-grains-special-atta-10kg/87709803,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Ghiza Super Fine Atta 10Kg,"Rs. 1,635",Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/ghiza-super-fine-atta-10kg/60852078,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Yadgar Atta 20 Kg,"Rs. 1,810",Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/yadgar-atta-20-kg/12624911,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Punjab Atta No.1 20Kg (Pg),"Rs. 1,810",Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/punjab-atta-no.1-20kg-(pg)/16017211,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Shams Grains Special Atta 20KG,"Rs. 1,810",Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/shams-grains-special-atta-20kg/16482599,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
PAK Super Atta 20KG,"Rs. 1,515",Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/pak-super-atta-20kg/37393321,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Super Grain Diet Atta 1Kg,Rs. 409,Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/super-grain-diet-atta-1kg/12635929,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Yadgar Atta 10 Kg,Rs. 899,Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/yadgar-atta-10-kg/12624466,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Sooji per 500GM,Rs. 80,Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/sooji-per-500gm/12639799,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Yadgar Atta 15 KG,"Rs. 1,735",Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/yadgar-atta-15-kg/12634530,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Ashrafi Chakki Atta 10KG,"Rs. 1,485",Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/ashrafi-chakki-atta-10kg/12638135,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
AL-Khubz Chakki Gold Aata 5kg,Rs. 779,Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/al-khubz-chakki-gold-aata-5kg/12640345,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Shandar Super Fine Atta 10KG,Rs. 855,Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/shandar-super-fine-atta-10kg/12637620,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Shandar Super Fine 15Kg,"Rs. 2,249",Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/shandar-super-fine-15kg/12641629,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Al-Khubz Fine Flour 10 KG,"Rs. 1,475",Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/al-khubz-fine-flour-10-kg/12627509,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Al-Khubz Whole Wheat Flour 5 KG,Rs. 749,Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/al-khubz-whole-wheat-flour-5-kg/12627510,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Fine Food White Flour 5 KG (H),Rs. 725,Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/fine-food-white-flour-5-kg-(h)/12629015,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Shams Grains Chakki Atta 10KG,"Rs. 1,475",Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/shams-grains-chakki-atta-10kg/12643063,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Shams Grains Special Atta 15Kg,"Rs. 1,699",Commodities,Flour,https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/white-flour-and-whole-wheat-flour/shams-grains-special-atta-15kg/11313035,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,NULL
Sugaries Granulated Brown Sugar 1KG,Rs. 400,Commodities,Sugar,https://www.metro-online.pk/detail/cooking-essentials/commodities/sugar/sugaries-granulated-brown-sugar-1kg/12632435,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
White Sugar per 500GM,Rs. 90,Commodities,Sugar,https://www.metro-online.pk/detail/cooking-essentials/commodities/sugar/white-sugar-per-500gm/12633510,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Market Say Sasta
Gurr per KG,Rs. 279,Commodities,Sugar,https://www.metro-online.pk/detail/cooking-essentials/commodities/sugar/gurr-per-kg/12620414,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Market Say Sasta
SUGARIE Brown Sugar Powder 500GM,Rs. 211,Commodities,Sugar,https://www.metro-online.pk/detail/cooking-essentials/commodities/sugar/sugarie-brown-sugar-powder-500gm/12635575,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Sugarie Granulated Brown Sugar 500 gms,Rs. 211,Commodities,Sugar,https://www.metro-online.pk/detail/cooking-essentials/commodities/sugar/sugarie-granulated-brown-sugar-500-gms/12629661,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
Chashnik Brown Sugar 500GM,Rs. 167,Commodities,Sugar,https://www.metro-online.pk/detail/cooking-essentials/commodities/sugar/chashnik-brown-sugar-500gm/12622742,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Sugarie Powdered Brown Sugar 1KG,Rs. 400,Commodities,Sugar,https://www.metro-online.pk/detail/cooking-essentials/commodities/sugar/sugarie-powdered-brown-sugar-1kg/12636805,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Mother Choice Brown Sugar 300 GM,Rs. 169,Commodities,Sugar,https://www.metro-online.pk/detail/cooking-essentials/commodities/sugar/mother-choice-brown-sugar-300-gm/12623235,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Mother Choice Caster Sugar 300 GM,Rs. 169,Commodities,Sugar,https://www.metro-online.pk/detail/cooking-essentials/commodities/sugar/mother-choice-caster-sugar-300-gm/12623320,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Fine Life White Sugar 1KG,Rs. 229,Commodities,Sugar,https://www.metro-online.pk/detail/cooking-essentials/commodities/sugar/fine-life-white-sugar-1kg/12620264,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Mother Choice Icing Sugar 900 GM,Rs. 469,Commodities,Sugar,https://www.metro-online.pk/detail/cooking-essentials/commodities/sugar/mother-choice-icing-sugar-900-gm/12624530,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Shakkar Per 500GM,Rs. 150,Commodities,Sugar,https://www.metro-online.pk/detail/cooking-essentials/commodities/sugar/shakkar-per-500gm/12620237,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Fine Life White Sugar 2KG,Rs. 460,Commodities,Sugar,https://www.metro-online.pk/detail/cooking-essentials/commodities/sugar/fine-life-white-sugar-2kg/12620079,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Mother Choice Icing Sugar 300 GM,Rs. 169,Commodities,Sugar,https://www.metro-online.pk/detail/cooking-essentials/commodities/sugar/mother-choice-icing-sugar-300-gm/12623049,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Moiz White Refined Sugar 2KG,Rs. 318,Commodities,Sugar,https://www.metro-online.pk/detail/cooking-essentials/commodities/sugar/moiz-white-refined-sugar-2kg/39108470,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
7Up 1.5L x6,Rs. 840,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/7up-1.5l-x6-/12625572,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,2% OFF
Cola Next 1L,Rs. 108 Rs.123,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/cola-next-1l/12625917,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,13% OFF - Wedding Gala
Mezan Fizz Up 1Litre x 6,Rs. 630,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/mezan-fizz-up-1litre-x-6/12623798,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
Next Fizz Up 1L,Rs. 108 Rs.123,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/next-fizz-up-1l/19896840,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,13% OFF - Wedding Gala
Next Fizz Up 1.5 Litre,Rs. 130 Rs.135,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/next-fizz-up-1.5-litre/12641458,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,4% OFF - Wedding Gala
Next Cola 2.25L,Rs. 175,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/next-cola-2.25l/84453237,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
Next Fizz Up 2.25L,Rs. 175,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/next-fizz-up-2.25l/84765421,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
Sprite Zero 350Ml x12,Rs. 580,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-zero-350ml-x12/5480670,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Sprite 350Ml x12,Rs. 780,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-350ml-x12/5480667,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Coca Cola 2.25 Litre X 6,"Rs. 1,260",Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-2.25-litre-x-6/12620645,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
Mountain Dew 1.5L x6,Rs. 870,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/mountain-dew-1.5l-x6-/12622021,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,1% OFF
Cola Next 1.5L,Rs. 130 Rs.135,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/cola-next-1.5l/12632300,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,4% OFF - Wedding Gala
Coca Cola 2.25Litre,Rs. 215,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-2.25litre/12620188,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,20% OFF
Coca Cola Zero 500ML,Rs. 105,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-zero-500ml/12640723,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
Cola Next 1.5Ltr x6,Rs. 780,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/cola-next-1.5ltr-x6/12623912,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
7Up 345ML x12,Rs. 690,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/7up-345ml-x12-/12621082,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,1% OFF
Sting Berry 500ML x12,"Rs. 1,080",Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/sting-berry-500ml-x12-/12624935,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Market Say Sasta
Coca Cola 1.5 Litre,Rs. 175,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-1.5-litre/12620112,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Market Say Sasta
Mountain Dew 2.25L x6,"Rs. 1,200",Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/mountain-dew-2.25l-x6-/12623375,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Coca Cola 1Litre,Rs. 145,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-1litre/12621521,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
7Up 500ML x12,Rs. 990,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/7up-500ml-x12-/12620538,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Market Say Sasta
Coca Cola Zero Sugar 1.5 Litre,Rs. 175,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-zero-sugar-1.5-litre/12631663,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Coca Cola 1.5 Litre X 6,"Rs. 1,035",Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-1.5-litre-x-6/12620095,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Market Say Sasta
Mirinda 1.5L x6,Rs. 840,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/mirinda-1.5l-x6-/12621588,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Market Say Sasta
Sprite Zero Sugar 1.5Litre,Rs. 175,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-zero-sugar-1.5litre/12621243,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
7Up 2.25L x6,"Rs. 1,200",Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/7up-2.25l-x6-/12627078,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Market Say Sasta
Sprite Mint 1.5Litre,Rs. 175,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/sprite-mint-1.5litre/12628514,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,10% OFF - Coke
Coca Cola 350ML,Rs. 65,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-350ml/12642918,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,20% OFF
Pepsi 500 ML x12,Rs. 990,Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/pepsi-500-ml-x12/12622264,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,12% OFF - 11.11 Offer
Coca Cola Zero Sugar 500ML X 12,"Rs. 1,230",Beverages,Soft Drinks,https://www.metro-online.pk/detail/beverages/soft-drinks/coca-cola-zero-sugar-500ml-x-12/12624739,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,13% OFF - Coke
