name,price,main_category,sub_category,url,image_url,discount
Onions per 250GM,Rs. 54,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/onions-per-250gm/12620422,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,23% OFF - Weekend Deal
Potato A Quality per 250GM,Rs. 24,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/potato-a-quality-per-250gm/12620748,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,16% OFF - Weekend Offer
Tomatoes Per 250GM,Rs. 75,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/tomatoes-per-250gm/12620008,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,17% off - weekend
Cucumber Per 250GM,Rs. 50,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/cucumber-per-250gm/12620049,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,22% OFF - Weekend Offer
Potato White A-Grade Per 250GM,Rs. 24,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/potato-white-a-grade-per-250gm-/12620374,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,14% OFF - Weekend Offer
Spinach Per 250GM,Rs. 11,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/spinach-per-250gm-/12620266,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Tori Per 250GM,Rs. 34,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/tori-per-250gm/12620467,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Green Cabbage Per 500GM,Rs. 125,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/green-cabbage-per-500gm/12620076,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,20% OFF - Weekend Offer
Round Aubergines (Baingan) Per 250GM,Rs. 14,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/round-aubergines-(baingan)-per-250gm/12620307,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,29% OFF - Weekend Deal
Potato Premium per 250GM,Rs. 24,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/potato-premium-per-250gm/12642461,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Okra (Bhindi) Per 250GM,Rs. 62,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/okra-(bhindi)-per-250gm-/12620219,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,26% OFF - Weekend Offer
Cauliflower Per 500GM,Rs. 35,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/cauliflower-per-500gm/12620194,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,30% OFF - Weekend Offer
Arvi Per 250GM,Rs. 20,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/arvi-per-250gm-/12620316,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Bottle Gourd Round Per 500GM,Rs. 90,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/bottle-gourd-round-per-500gm/12623295,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,40% OFF - Weekend Deal
Green Capsicum Per 250GM,Rs. 137,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/green-capsicum-per-250gm/12620078,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,16% OFF - Weekend Deal
Pumpkin Halwa Kadoo Per 2KG,Rs. 298,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/pumpkin-halwa-kadoo-per-2kg/12620915,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,32% OFF - Weekend Deal
Ginger Per 250GM,Rs. 225,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/ginger-per-250gm/12620146,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
Sweet Potato Per 250GM,Rs. 55,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/sweet-potato-per-250gm/12620510,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
China Garlic Per 250GM,Rs. 147,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/china-garlic-per-250gm/12620172,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,23% OFF - Weekend Offer
Beet Root Per 250GM,Rs. 62,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/beet-root-per-250gm/12620485,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Bittergourd (Karela) Per 250GM,Rs. 42,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/bittergourd-(karela)-per-250gm/12620190,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,25% OFF - Weekend Offer
Green Chilli Desi Darjja Awal Per 250G,Rs. 42,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/green-chilli-desi-darjja-awal-per-250g/12620354,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Garlic Cleaned Per 250GM,Rs. 87,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/garlic-cleaned-per-250gm/12620598,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Coriander Per 250GM,Rs. 62,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/coriander-per-250gm/12620026,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Maro Kadoo Per 250GM,Rs. 40,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/maro-kadoo-per-250gm/12620610,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Tinda Per 250GM,Rs. 72,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/tinda-per-250gm-/12620310,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Lemon Per 250GM,Rs. 150,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/lemon-per-250gm/12620035,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Turnip Per 250GM,Rs. 45,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/turnip-per-250gm/12620361,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Peas Per 250GM,Rs. 150,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/peas-per-250gm/12620243,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Hybrid Green Chilli Per 250GM,Rs. 42,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/hybrid-green-chilli-per-250gm/12620060,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Lemon Chinese Per 250GM,Rs. 40,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/lemon-chinese-per-250gm/12620263,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
French Beans Per 250GM,Rs. 90,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/french-beans-per-250gm/12620998,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Spring Onion Per 250GM,Rs. 100,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/spring-onion-per-250gm/12620251,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Iceberg Lettuce Per 250GM,Rs. 112,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/iceberg-lettuce-per-250gm/12620191,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Mint Leaves Per 250GM,Rs. 75,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/mint-leaves-per-250gm/12620054,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Ter per 250GM (Kakri),Rs. 37,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/ter-per-250gm-(kakri)-/12622875,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Red Cabbage Per 250GM,Rs. 62,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/red-cabbage-per-250gm/12620908,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Saag Bunch 250GM,Rs. 25,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/saag-bunch-250gm-/12622835,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Garlic Desi Per 250GM,Rs. 100,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/garlic-desi-per-250gm/12621651,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Orange Carrot per 250GM,Rs. 45,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/orange-carrot-per-250gm/12620262,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Broccoli Per 250GM,Rs. 300,Fruits And Vegetables,Fresh Vegetables,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-vegetables/broccoli-per-250gm/12621861,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Bananas per Dozen,Rs. 135,Fruits And Vegetables,Fresh Fruits,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/bananas-per-dozen/12620011,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,26% OFF - Weekend Deal
Gacha Apple Per 250GM,Rs. 117,Fruits And Vegetables,Fresh Fruits,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/gacha-apple-per-250gm/12620118,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,10% OFF - Weekend Deal
Peaches Per 250GM,Rs. 78,Fruits And Vegetables,Fresh Fruits,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/peaches-per-250gm/12620124,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,11% OFF - Weekend Offer
Melon Garma Per 2 KG,Rs. 598,Fruits And Vegetables,Fresh Fruits,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/melon-garma-per-2-kg/12620105,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,25% OFF - Weekend Offer
Mitha Per 250GM,Rs. 50,Fruits And Vegetables,Fresh Fruits,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/mitha-per-250gm/12620714,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,25% OFF - Weekend Offer
Pears Per 250GM,Rs. 73,Fruits And Vegetables,Fresh Fruits,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/pears-per-250gm/12620634,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,18% OFF - Weekend Offer
Sundar Khani Grapes Per 250GM,Rs. 275,Fruits And Vegetables,Fresh Fruits,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/sundar-khani-grapes-per-250gm/12620145,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,18% OFF - Weekend Deal
Guava Per 250GM,Rs. 80,Fruits And Vegetables,Fresh Fruits,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/guava-per-250gm/12620149,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Shinkulu Premium Apple Per 250GM,Rs. 80,Fruits And Vegetables,Fresh Fruits,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/shinkulu-premium-apple-per-250gm/12620211,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
KalaKulu Apple Per 250GM,Rs. 95,Fruits And Vegetables,Fresh Fruits,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/kalakulu-apple-per-250gm/12620038,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Plums Per 250GM,Rs. 120,Fruits And Vegetables,Fresh Fruits,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/plums-per-250gm/12620175,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,12% OFF - Weekend Offer
Mango Saroli Per 500GM,Rs. 125,Fruits And Vegetables,Fresh Fruits,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/mango-saroli-per-500gm/12623626,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
White Pomegranate Per 250GM,Rs. 120,Fruits And Vegetables,Fresh Fruits,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/white-pomegranate-per-250gm/12621858,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,20% OFF - Weekend Offer
Cheeku Per 250GM,Rs. 97,Fruits And Vegetables,Fresh Fruits,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/cheeku-per-250gm/12620881,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
GrapeFruit Per 500GM,Rs. 45,Fruits And Vegetables,Fresh Fruits,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/grapefruit-per-500gm/12620800,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Coconut Per Piece,Rs. 490,Fruits And Vegetables,Fresh Fruits,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/coconut-per-piece/12620818,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Papaya Per KG,Rs. 399,Fruits And Vegetables,Fresh Fruits,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/papaya-per-kg/12620494,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Sugar Melon Per KG,Rs. 329,Fruits And Vegetables,Fresh Fruits,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/sugar-melon-per-kg/12620030,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Use code MELON - Get 25% off
Gola Grapes Per 250GM,Rs. 225,Fruits And Vegetables,Fresh Fruits,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/gola-grapes-per-250gm/12621212,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,0
Mussammi Per 250GM,Rs. 21,Fruits And Vegetables,Fresh Fruits,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/mussammi-per-250gm/12620431,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,24% OFF - Weekend Deal
Mango (Langra) Per 500GM,Rs. 110,Fruits And Vegetables,Fresh Fruits,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/fresh-fruits/mango-(langra)-per-500gm/12620699,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
Rewari 500GM,Rs. 415,Fruits And Vegetables,Dry Fruits and Nuts,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/rewari-500gm/16805472,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,13% OFF - Online Exclusive Offer
Aseel Dates 1 KG,Rs. 799,Fruits And Vegetables,Dry Fruits and Nuts,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/aseel-dates-1-kg/12628315,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,25% OFF - Ramzan Special
Fine Life MIX NUTS 250G,Rs. 875,Fruits And Vegetables,Dry Fruits and Nuts,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-mix-nuts-250g/12623928,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
OK Zahidi Dates 1KG,Rs. 739,Fruits And Vegetables,Dry Fruits and Nuts,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/ok-zahidi-dates-1kg/12642885,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,19% OFF - Ramzan Special
Fine Life Mix Nuts 500G,"Rs. 1,625",Fruits And Vegetables,Dry Fruits and Nuts,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-mix-nuts-500g/12623141,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
Walnut with Shell 500GM,Rs. 738,Fruits And Vegetables,Dry Fruits and Nuts,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/walnut-with-shell-500gm/12640266,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
Fine Life Almonds American 250GM,"Rs. 1,210",Fruits And Vegetables,Dry Fruits and Nuts,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-almonds-american-250gm/12623143,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
Fine Life Peanut Spicy 500G,Rs. 969,Fruits And Vegetables,Dry Fruits and Nuts,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-peanut-spicy-500g/12623437,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
Fine Life Peanut Salted 500G,Rs. 938,Fruits And Vegetables,Dry Fruits and Nuts,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-peanut-salted-500g/12627713,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
Fine Life Cashew Nuts 250GM,"Rs. 1,623",Fruits And Vegetables,Dry Fruits and Nuts,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-cashew-nuts-250gm/12623921,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
Raisins Sundar Khani 500GM,"Rs. 1,050",Fruits And Vegetables,Dry Fruits and Nuts,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/raisins-sundar-khani-500gm/12623926,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Rewari 250GM,Rs. 213,Fruits And Vegetables,Dry Fruits and Nuts,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/rewari-250gm/12640269,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Plums Dry 500GM,Rs. 900,Fruits And Vegetables,Dry Fruits and Nuts,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/plums-dry-500gm/12623423,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,
Fine Life Cashew Nuts Roasted 250G,"Rs. 1,741",Fruits And Vegetables,Dry Fruits and Nuts,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-cashew-nuts-roasted-250g/12623377,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
Fine Life Pistachios without Shell 250G,"Rs. 1,623",Fruits And Vegetables,Dry Fruits and Nuts,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-pistachios-without-shell-250g/12640265,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
Fine Life Almonds American Roasted 250GM,"Rs. 1,298",Fruits And Vegetables,Dry Fruits and Nuts,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-almonds-american-roasted-250gm/12623373,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
Fine Life  Sweet Plum 500GM,Rs. 988,Fruits And Vegetables,Dry Fruits and Nuts,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life--sweet-plum-500gm/12632486,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,8%OFF - Weekend
Fine Life Pistachios W/O Shell 250GM,"Rs. 2,950",Fruits And Vegetables,Dry Fruits and Nuts,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-pistachios-w/o-shell-250gm/12635837,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
Fine Life Mix Nuts Roasted 250G,Rs. 938,Fruits And Vegetables,Dry Fruits and Nuts,https://www.metro-online.pk/detail/fresh-food/fruits-and-vegetables/dry-fruits-and-nuts/fine-life-mix-nuts-roasted-250g/12623929,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,Best Price
