product_name,discounted_price,original_price,product_url,image_url
Lux Velvet Glow Bundle Soap 12,430,430,https://www.rahimstore.com/product/24364,https://www.rahimstore.com/img/products/035/24364.jpg?1762019961
Lifebuoy Care Protect Bundle S,360,360,https://www.rahimstore.com/product/24371,https://www.rahimstore.com/img/products/035/24371.jpg?1762019961
Lifebuoy Care Protect Bundle S,275,275,https://www.rahimstore.com/product/24378,https://www.rahimstore.com/img/products/035/24378.jpg?1762019961
Lux Velvet Glow Soap 175gm,180,180,https://www.rahimstore.com/product/24379,https://www.rahimstore.com/img/products/035/24379.jpg?1762019961
Lifebuoy Mild Care Hand Wash R,430,450,https://www.rahimstore.com/product/24381,https://www.rahimstore.com/img/products/036/24381.jpg?1762019961
Lux Rose Glow Soap 128gm,150,150,https://www.rahimstore.com/product/24383,https://www.rahimstore.com/img/products/035/24383.jpg?1762019961
Lifebuoy Care Protect Soap 128,115,115,https://www.rahimstore.com/product/24385,https://www.rahimstore.com/img/products/035/24385.jpg?1762019961
Lux Fresh Glow Soap 98gm,120,120,https://www.rahimstore.com/product/24387,https://www.rahimstore.com/img/products/035/24387.jpg?1762019961
Lux Nourish Glow Soap 98gm,95,110,https://www.rahimstore.com/product/24388,https://www.rahimstore.com/img/products/035/24388.jpg?1762019961
Sunsilk Black Shine Shampoo 66,"1,240.00",1300,https://www.rahimstore.com/product/24390,https://www.rahimstore.com/img/products/038/24390.jpg?1762019961
Lifebuoy Total 10 Soap 98gm,99,99,https://www.rahimstore.com/product/24391,https://www.rahimstore.com/img/products/035/24391.jpg?1762019980
Lifebuoy Care Protect Soap 98g,99,99,https://www.rahimstore.com/product/24392,https://www.rahimstore.com/img/products/035/24392.jpg?1762019980
Lux Lavender & Lotus Hand Wash,295,300,https://www.rahimstore.com/product/24393,https://www.rahimstore.com/img/products/036/24393.jpg?1762019980
Lux Freesia & Aloe Vera Hand W,295,300,https://www.rahimstore.com/product/24394,https://www.rahimstore.com/img/products/036/24394.jpg?1762019980
Lifebuoy Herbal Soap 98gm,99,99,https://www.rahimstore.com/product/24399,https://www.rahimstore.com/img/products/035/24399.jpg?1762019980
