branch,category,subcategory,product_name,price,image_url,product_url
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Bread,Sandwich Bread,216,https://static.tossdown.com/images/b0ddae65-179c-4e95-a333-a4a2a4315c5d.webp,https://jalalsons.com.pk/search?filter=10274
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Bread,Bran Sandwich Bread,216,https://static.tossdown.com/images/f219954f-9abf-4568-95de-e54817702ab7.webp,https://jalalsons.com.pk/search?filter=10274
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Bread,Sandwich Bread Max,216,https://static.tossdown.com/images/a665b2d8-3ea2-41b5-9a61-aa11124ed3a7.webp,https://jalalsons.com.pk/search?filter=10274
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Bread,Plain Bread Large,216,https://static.tossdown.com/images/f2b76179-18a6-4fcc-8715-7907a4275480.webp,https://jalalsons.com.pk/search?filter=10274
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Bread,Plain Bread Small,114,https://static.tossdown.com/images/a113dd77-e1f5-4b2d-b277-1547484cab10.webp,https://jalalsons.com.pk/search?filter=10274
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Bread,Milky Bread Large,268,https://static.tossdown.com/images/5bc3dc35-683a-40c8-a168-97a4ccd45e99.webp,https://jalalsons.com.pk/search?filter=10274
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Bread,Bran Bread Small,114,https://static.tossdown.com/images/0173df23-825e-48fb-b711-f0875598f1fc.webp,https://jalalsons.com.pk/search?filter=10274
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Bread,Bran Bread Large,216,https://static.tossdown.com/images/c13cf0ab-aff4-438c-ae94-50ac280368fc.webp,https://jalalsons.com.pk/search?filter=10274
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Bread,Fiber Bread Small,188,https://static.tossdown.com/images/0cfdde27-1c3f-4a4e-ae13-8f89b0f1bed4.webp,https://jalalsons.com.pk/search?filter=10274
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Bread,Multi Seed Bread,388,https://static.tossdown.com/images/145ce0f5-44bf-4ffe-8160-d73b3de05be1.webp,https://jalalsons.com.pk/search?filter=10274
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Bread,Whole Wheat Bread Large,216,https://static.tossdown.com/images/516137f6-8bcb-4b5c-a2fc-caa6c2b2fb98.webp,https://jalalsons.com.pk/search?filter=10274
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Bread,Pita Bread 4 Pcs,148,https://static.tossdown.com/images/b8876bcd-72cf-4aa5-840c-c049d13356e5.webp,https://jalalsons.com.pk/search?filter=10274
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Bread,Garlic Bread,198,https://static.tossdown.com/images/6b651a9d-4a3d-4b60-bed0-35cf336d9758.webp,https://jalalsons.com.pk/search?filter=10274
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Buns,French Butter Croissant 1Pc,126,https://static.tossdown.com/images/d63170e5-72be-4865-881d-94366c6512ba.webp,https://jalalsons.com.pk/search?filter=10377
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Buns,Premium Croissant 4 Pcs,798,https://static.tossdown.com/images/b3a6d600-f9ae-45e5-a889-c70dee5f1b5a.webp,https://jalalsons.com.pk/search?filter=10377
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Buns,Bran Buns 2 Pcs,60,https://static.tossdown.com/images/0561bac5-3110-41c1-91d6-6ab069836204.webp,https://jalalsons.com.pk/search?filter=10377
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Buns,Sheermaal,124,https://static.tossdown.com/images/f04cf722-ff8a-4f92-a62a-df8ad48065dd.webp,https://jalalsons.com.pk/search?filter=10377
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Buns,Potato Bun 2Pcs,114,https://static.tossdown.com/images/d7ecdf59-78b5-4067-af81-70a4212bd7ea.webp,https://jalalsons.com.pk/search?filter=10377
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Buns,Soup Sticks,"1,098",https://static.tossdown.com/images/588b3cd7-a4e1-45b2-8171-db283824b366.webp,https://jalalsons.com.pk/search?filter=10377
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Buns,Long Buns 2 Pcs,70,https://static.tossdown.com/images/47b77b0d-483b-44d6-830a-9ed6d08f7849.webp,https://jalalsons.com.pk/search?filter=10377
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Buns,Fruit Buns 2 Pcs,198,https://static.tossdown.com/images/5a17367b-72bd-43ca-9c42-a24e10bfbc08.webp,https://jalalsons.com.pk/search?filter=10377
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Buns,Burger Buns 2 Pcs,114,https://static.tossdown.com/images/ee677206-0bb1-4678-9e7a-32df381911a9.webp,https://jalalsons.com.pk/search?filter=10377
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Buns,Mini Buns 6 Pcs,124,https://static.tossdown.com/images/7db0df95-4bed-47ef-adf8-d9b035b265db.webp,https://jalalsons.com.pk/search?filter=10377
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Brownies,Brownie Chocolate Chip,248,https://static.tossdown.com/images/9cb91ec2-3bae-453d-8ffb-a79a758ceea5.webp,https://jalalsons.com.pk/search?filter=15568
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Brownies,Tripple Choc Brownie,248,https://static.tossdown.com/images/ec5559ab-4b04-46b6-a052-d411c96bd95b.webp,https://jalalsons.com.pk/search?filter=15568
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Brownies,Nutella Brownie,248,https://static.tossdown.com/images/50c911bf-8ad7-4e97-a167-085dcf0196b8.webp,https://jalalsons.com.pk/search?filter=15568
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Brownies,Nutella Caramel Brownie,248,https://static.tossdown.com/images/f02ad05c-5473-4fdc-92f5-ea6547327812.webp,https://jalalsons.com.pk/search?filter=15568
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Brownies,Nutella Cheese Brownie,248,https://static.tossdown.com/images/bc04b4b5-f5fb-4a1e-a380-74f0e97bb64b.webp,https://jalalsons.com.pk/search?filter=15568
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Brownies,American Walnut Brownie,248,https://static.tossdown.com/images/99b6d460-6ddb-45dc-aba6-9421bedd0bb6.webp,https://jalalsons.com.pk/search?filter=15568
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Brownies,Oreo Brownie,248,https://static.tossdown.com/images/f1a6e206-d06a-499a-b2e0-eadc7ec727eb.webp,https://jalalsons.com.pk/search?filter=15568
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,JS Cashewnut Bitesize Khatai 250Gm,798,https://static.tossdown.com/images/a2b0b418-b7c0-4967-96e3-718dbf4d1bed.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,JS Pistachio Bitesize Khatai 250Gm,798,https://static.tossdown.com/images/ca4a8a5f-b101-4fda-8a3f-af3d8a468a67.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,JS Almond Bitesize Khatai 250Gm,798,https://static.tossdown.com/images/dbe0ea57-9f04-4860-bf12-1c8d86644b81.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,JS Coconut Macaroons,798,https://static.tossdown.com/images/1e678d4a-9129-4791-8ea9-ba0fe761cfd0.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,JS Almond Jam Cookies 250Gm,798,https://static.tossdown.com/images/53f95a8d-c272-415f-b32b-22e00bfc6a88.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Premium Almond Macrons,798,https://static.tossdown.com/images/d1392272-509b-4d60-ad77-ebf47916c85c.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Almond Nan Khatai 250Gm,798,https://static.tossdown.com/images/ecd4689f-e291-460f-bad5-f01ab010b517.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Sugar Free Premium Butter Cookies 250G,798,https://static.tossdown.com/images/745f487f-2da1-467c-a5b9-2658db8df27d.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Premium Biscotti 250G,698,https://static.tossdown.com/images/0ccccaa4-8312-436f-94f9-4f17a847bd58.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Vanilla Icing,625,https://static.tossdown.com/images/bb67da7b-a604-4390-b053-b01c0570270f.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Peanut Vanilla Biscuit,625,https://static.tossdown.com/images/0cb81eb4-0886-44e3-8f30-921627feea25.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Chocolate Star,625,https://static.tossdown.com/images/70baff54-1d90-4367-b903-a675988fec8a.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Coffee Icing,625,https://static.tossdown.com/images/900fd5ab-b6fa-47cc-8688-700fd7a369e3.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Black Current Cookies,625,https://static.tossdown.com/images/23b98c1e-f592-40ed-889c-386b22b5e868.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Orange Marmalade,625,https://static.tossdown.com/images/d0e3652e-bfca-4f91-af51-7cd0a227a073.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Black Pepper Spicy Cookies,625,https://static.tossdown.com/images/a795e201-0e28-45d3-8c08-44430853bd5b.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Peanut Honey Biscuit,625,https://static.tossdown.com/images/b88dcb02-0b50-4803-9f66-b7a2015e0e8c.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Almond Biscuit,625,https://static.tossdown.com/images/047f45da-8422-4ea7-bb70-b107733546df.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Choco Checks Biscuit,625,https://static.tossdown.com/images/96535f8b-7736-4939-b052-83c1f90fe59e.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Chocolate Crush Biscuit,625,https://static.tossdown.com/images/1d195244-3318-457d-a053-6fb0989a05af.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Chocolate Almond Biscuit(250 G),625,https://static.tossdown.com/images/c226ff52-5f31-4fa3-8649-294e14a70ac7.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Coconut Biscuit,625,https://static.tossdown.com/images/e72f404b-8c73-45cc-9b34-e7ad45b1e2cb.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Mix Fruit Cookies,625,https://static.tossdown.com/images/994a9c00-35ca-4a1c-98f1-40c5185ccd82.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Marble Chocolate Biscuit,625,https://static.tossdown.com/images/03d0e238-28da-4df7-b39d-d377f67f7b02.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Karela Biscuit,625,https://static.tossdown.com/images/842b764c-d4bd-4b1f-ac4b-6c2c728dbb0e.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Candy Biscuit,625,https://static.tossdown.com/images/5487ea5e-3264-46fe-b980-f53c0f447734.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Lemon Biscuit,625,https://static.tossdown.com/images/f90aacfc-3a66-4755-aaf0-d654bd7d08e6.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Alsi Biscuit,625,https://static.tossdown.com/images/d5b6c39d-797b-4af6-9c92-a69006d4f452.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Diet Chana Biscuit,625,https://static.tossdown.com/images/730980e4-0a7f-49de-af5e-1d4cfa678a93.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Kalvanji Biscuit,625,https://static.tossdown.com/images/c0cd5851-e350-4ee8-bee7-a89ea0c08064.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Sesame Biscuit,625,https://static.tossdown.com/images/4b0929a9-ab41-41ad-9abc-73ab1b32f116.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Zeera Biscuit,625,https://static.tossdown.com/images/e461a0ef-db8f-40b4-886f-bd436b8f9974.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Corn Flakes Cookies,625,https://static.tossdown.com/images/fe678089-ddbc-4821-8fbd-f26a31a07de4.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Ginger Biscuit,625,https://static.tossdown.com/images/fa8e528f-39cf-4b7a-a4ae-02f97707c05d.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Date Biscuit,625,https://static.tossdown.com/images/7ed829f9-3cf8-42a7-a779-d0cfc01ef9ff.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Almond Orange Biscuit,625,https://static.tossdown.com/images/bdc5c426-e70d-4427-8922-258ff77edb11.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Premium Mono Butter Cookies 1Kg,"2,498",https://static.tossdown.com/images/023f2040-7305-4b90-94f8-d7002c83abcf.jpg,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Premium Mini Cookies 500G,"1,248",https://static.tossdown.com/images/78c8457b-7644-49bc-a5fa-8b1d3f2addb9.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Premium Khatai Almond 500g(500 G),"1,498",https://static.tossdown.com/images/dc8b09e6-6ed1-4ea9-bb91-184f40554fdf.webp,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Biscuits & Khatai,Premium Butter Cookies 500g(500 G),"1,248",https://static.tossdown.com/images/ac8f4b5a-761d-401b-a543-ac62b283f893.jpg,https://jalalsons.com.pk/search?filter=10466
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Three Milk Cake,"1,598",https://static.tossdown.com/images/a070821e-8601-436e-95ca-89e23850b1da.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Tres Leches Cake,"1,998",https://static.tossdown.com/images/4a87020d-5019-4d62-89da-b7de1b524a79.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Iced Latte Cake,"1,998",https://static.tossdown.com/images/8a9d4b40-13b5-43c1-9e3d-8daae2ea6870.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Malt Chocolate Cake,"1,998",https://static.tossdown.com/images/e2c176c1-43cb-4ca5-bf77-7f6729f07363.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Royal Ferrero Rocher Cake,"3,998",https://static.tossdown.com/images/68e9fbaa-8ee6-471c-a43b-700454681c55.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Royal Toblerone Chocolate Cake,"3,998",https://static.tossdown.com/images/fb097cda-e481-4f9d-a756-dc75cd440812.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Dubai Chocolate Cake,"2,998",https://static.tossdown.com/images/6b465762-e9b3-4159-9514-6f02388123f6.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Premium Oreo Cake | Cake Of The Month,"2,298",https://static.tossdown.com/images/38dbcb43-5e40-4d57-ac72-105eed4c184f.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Premium Belgiun Chocolate Cake,"2,398",https://static.tossdown.com/images/515ef159-1e68-4d17-850c-263b2e14e5c2.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,JS Chocolate Chess Mousse Cake,"2,998",https://static.tossdown.com/images/1567c882-accd-4fb4-9e6f-9a850f8293d0.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,JS Tiramisu Mousse Cake,"2,998",https://static.tossdown.com/images/c2f0a1b7-266a-41be-a14f-35189aaa8704.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Classic Caramel Crunch Cake,"1,998",https://static.tossdown.com/images/12fdaf82-e802-4881-831c-7fa1ae9553c0.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Classic Hazelnut Cake,"1,998",https://static.tossdown.com/images/940ae2ab-1ee7-4d00-8bcc-0213a4ad19e2.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Classic Lemon Cake,"1,998",https://static.tossdown.com/images/ac628130-9757-488f-809e-77d21abd45f7.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Classic Taiwa Choc Cake,"1,998",https://static.tossdown.com/images/0b68f3a9-79c3-421f-9ac7-07f8a7d528ae.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Premium Nutella Milk Cake,"2,498",https://static.tossdown.com/images/ff2edd36-fcb1-4d67-94ca-51020baae4e6.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Premium Pistachio Milk Cake,"2,498",https://static.tossdown.com/images/fb512414-b8b0-40ce-a542-8fd679f97aa1.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Premium Lotus Milk Cake,"2,498",https://static.tossdown.com/images/5e34381c-c78c-47b7-9955-074fbd3dbdd1.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Premium Lotus Cake,"2,498",https://static.tossdown.com/images/efe197bc-0e36-417e-aa11-3375e20d74a3.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Premium Nutella Cake,"2,498",https://static.tossdown.com/images/20f64f29-fe88-4baa-86a6-a419cdba098e.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Premium German Fudge Chocolate Cake,"2,498",https://static.tossdown.com/images/d54cbbfe-0e95-4a9d-bcf3-bb1d2e0e9720.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Premium Dairy Milk Cake,"2,198",https://static.tossdown.com/images/aa079ce6-2cc5-43df-a3ff-4b0eb0f50065.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Premium Kitkat Chocolate Cake,"2,398",https://static.tossdown.com/images/013475cc-b895-4347-beb5-908fd5bce850.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Luxury Fudge Cake,"2,498",https://static.tossdown.com/images/25b7e44c-70cb-47c2-8b6b-e75da33f0f5a.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Luxury Mix Fruit Cake,"2,498",https://static.tossdown.com/images/3dff5435-9ed7-40b9-8bbc-574bc372bf80.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Premium Red Velvet Cake,"1,998",https://static.tossdown.com/images/5275a123-08d3-47ed-9458-6a211cdd1dd2.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Premium Butter Plain Cake,699,https://static.tossdown.com/images/8c3240e9-7b25-4665-8cb6-77b1184f42fc.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Premium Butter Marble Cake,699,https://static.tossdown.com/images/d5140629-7e3a-4df3-a446-45902e733c14.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Butter Banana Choco Chip Cake,699,https://static.tossdown.com/images/57046d30-7250-4632-a964-e8c24d9d2f39.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cakes,Premium Butter Fruit Cake,699,https://static.tossdown.com/images/e2abf9c0-e64e-4f9e-ab92-5f418bf2c888.webp,https://jalalsons.com.pk/search?filter=10379
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cake Rusk,Fruit Cake Rusk 250gm,698,https://static.tossdown.com/images/45c9a0b1-229d-4f24-abb4-837d98217d8a.webp,https://jalalsons.com.pk/search?filter=14222
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cake Rusk,Butter Cake Rusk 250gm,698,https://static.tossdown.com/images/b46a5b53-c397-46bb-91a3-ea28b9adfbef.webp,https://jalalsons.com.pk/search?filter=14222
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cake Rusk,Mini Cake Rusk 500g,898,https://static.tossdown.com/images/a728f8a6-3dde-4c3c-9e2f-f662bf2ec9f1.webp,https://jalalsons.com.pk/search?filter=14222
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cake Rusk,Milky Cake Rusk - 500g,898,https://static.tossdown.com/images/78197e6d-65ae-4fc7-9c02-45bf94ad2d79.webp,https://jalalsons.com.pk/search?filter=14222
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cake Rusk,Bran Cake Rusk - 500g,898,https://static.tossdown.com/images/adc72ed6-b638-448a-b127-1251a047a878.webp,https://jalalsons.com.pk/search?filter=14222
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cake Rusk,Tea Cake Rusk 500g,898,https://static.tossdown.com/images/e90dd70c-4b03-46b0-b31b-0b6cbeec2b46.webp,https://jalalsons.com.pk/search?filter=14222
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cake Rusk,Sugar Free Cake Rusk 500g,898,https://static.tossdown.com/images/ef154332-96d5-47c9-bc4c-e0ac20e508e8.webp,https://jalalsons.com.pk/search?filter=14222
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Cake Rusk,Premium Butter Cake Rusk 450g,"1,248",https://static.tossdown.com/images/50b84992-483d-4a79-828f-cf0ec70da1a5.webp,https://jalalsons.com.pk/search?filter=14222
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Confectionery,Pistachio Milk Dessert,398,https://static.tossdown.com/images/feed1a7b-4df5-434c-b813-70bb08aedd75.webp,https://jalalsons.com.pk/search?filter=14238
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Confectionery,3 - Milk,398,https://static.tossdown.com/images/39ab36ce-a9c3-41a6-b92e-a677faa3891b.webp,https://jalalsons.com.pk/search?filter=14238
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Confectionery,Lotus Dessert,398,https://static.tossdown.com/images/24cf2694-da43-48e4-9db4-c71be7ab8600.webp,https://jalalsons.com.pk/search?filter=14238
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Confectionery,Nutella,398,https://static.tossdown.com/images/d9a08e21-67bd-4e91-b366-97020fad3676.webp,https://jalalsons.com.pk/search?filter=14238
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Donuts & Cupcakes,Coconut Macaroon Cupcake,224,https://static.tossdown.com/logos/0205d388-4b43-4bef-aadd-c1f752702f9a.png,https://jalalsons.com.pk/search?filter=23860
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Donuts & Cupcakes,Roasted Almond Cucake,224,https://static.tossdown.com/logos/0205d388-4b43-4bef-aadd-c1f752702f9a.png,https://jalalsons.com.pk/search?filter=23860
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Donuts & Cupcakes,Choco Lava Cupcake,224,https://static.tossdown.com/logos/0205d388-4b43-4bef-aadd-c1f752702f9a.png,https://jalalsons.com.pk/search?filter=23860
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Donuts & Cupcakes,Premium Choco Fudge,223,https://static.tossdown.com/logos/0205d388-4b43-4bef-aadd-c1f752702f9a.png,https://jalalsons.com.pk/search?filter=23860
Johar Town Shaukat Khanum Flyover Branch Lahore,BAKERY,Donuts & Cupcakes,Premium Oreo Cupcake,224,https://static.tossdown.com/logos/0205d388-4b43-4bef-aadd-c1f752702f9a.png,https://jalalsons.com.pk/search?filter=23860
